gene_1,gene_2,score
KCNQ1,KCNQ3,934
KCNQ1,KCNJ5,745
KCNQ1,KCNK2,700
KCNQ1,CALM1,970
KCNQ1,KCNN4,936
KCNQ1,FAU,911
KCNQ1,KCNJ11,749
KCNQ1,SLC12A2,950
KCNQ1,KCNQ5,972
KCNQ1,KCNQ4,947
KCNQ1,KCNJ2,992
KCNQ1,SCN4B,713
KCNQ1,KCNH2,983
KCNQ1,IGF2BP2,739
KCNQ1,PRKACA,970
KCNQ1,KCNE1,999
KCNQ1,PRKACG,959
KCNQ1,KCNQ2,967
KCNQ1,CDKN1C,918
KCNQ1,ADCY9,950
TRPM5,TRPV1,702
TRPM5,TRPA1,724
TRPM5,PKD2L1,947
TRPM5,TRPC1,819
TRPM5,DCLK1,727
TRIB2,COP1,883
TRIB2,BTRC,833
PSMC4,SEM1,745
PSMC4,NEDD8,704
PSMC4,PSMB2,999
PSMC4,PSMD1,999
PSMC4,PSMD14,999
PSMC4,PSMB9,988
PSMC4,PSMC1,999
PSMC4,PSMB8,987
PSMC4,PSMA3,998
PSMC4,ANCR,821
PSMC4,PSMC6,999
PSMC4,PSMB3,999
PSMC4,PSMD8,999
PSMC4,PSME2,824
PSMC4,RPS27A,962
PSMC4,PSMD12,999
PSMC4,RPS3,708
PSMC4,PSMD13,999
PSMC4,PSMD5,999
PSMC4,PSMA6,999
PSMC4,PSMD7,999
PSMC4,PSMB1,999
PSMC4,PSMA8,987
PSMC4,RPLP0,752
PSMC4,PSMD10,999
PSMC4,PSMD2,999
PSMC4,PSMA5,999
PSMC4,RPS15A,706
PSMC4,CSF3,801
PSMC4,RPS18,726
PSMC4,PSMB11,742
PSMC4,HTT,734
PSMC4,RPS12,707
PSMC4,PSMB7,998
PSMC4,PSMD6,999
PSMC4,PSMB4,999
PSMC4,PSMB5,999
PSMC4,ADRM1,999
PSMC4,PSME1,856
PSMC4,PSME3,756
PSMC4,VCP,855
PSMC4,PSMB6,998
PSMC4,RPL11,703
PSMC4,PSMA1,999
PSMC4,PSMD9,986
PSMC4,PSMD11,999
PSMC4,RPS6,713
PSMC4,PSME4,803
PSMC4,RPS25,731
PSMC4,RPL23A,706
PSMC4,SNCA,735
PSMC4,PSMC5,999
PSMC4,PSMC3,999
PSMC4,RPL8,734
PSMC4,SOD1,830
PSMC4,PSMC2,999
PSMC4,PSMA7,998
PSMC4,RPS7,743
PSMC4,RPS4X,728
PSMC4,PSMD4,999
PSMC4,PSMA2,999
PSMC4,RPS5,711
PSMC4,PSMD3,999
PSMC4,PSMB10,929
NOX3,NCF2,983
NOX3,NCF4,932
NOX3,CYBA,999
NOX3,NCF1,991
NOX3,CYBB,991
NOX3,RAC2,799
NOX3,AKT1,718
NOX3,NOX4,992
NOX3,NOX1,991
ICAM3,ICAM1,964
ICAM3,ITGB2,999
ICAM3,VCAM1,797
ICAM3,ERVW-1,756
ICAM3,ITGAL,999
ICAM3,ICAM2,965
CEACAM1,POLD4,799
CEACAM1,CEACAM5,909
CEACAM1,LGALS9,817
CEACAM1,PTPN11,817
CEACAM1,CEACAM6,878
CEACAM1,HAVCR2,995
TNFRSF1A,IL15,710
TNFRSF1A,CASP8,998
TNFRSF1A,CASP2,840
TNFRSF1A,MAP3K1,745
TNFRSF1A,CASP10,902
TNFRSF1A,LTA,999
TNFRSF1A,EDAR,700
TNFRSF1A,CCL2,768
TNFRSF1A,TLR2,745
TNFRSF1A,RELA,826
TNFRSF1A,BIRC2,999
TNFRSF1A,SRC,934
TNFRSF1A,TP53,741
TNFRSF1A,IL17A,826
TNFRSF1A,IL6R,916
TNFRSF1A,JUN,729
TNFRSF1A,CD27,715
TNFRSF1A,STAT3,829
TNFRSF1A,IL6,997
TNFRSF1A,RFK,978
TNFRSF1A,JAK2,702
TNFRSF1A,DAXX,944
TNFRSF1A,TNFRSF8,703
TNFRSF1A,IKBKB,999
TNFRSF1A,IL1B,997
TNFRSF1A,TNF,999
TNFRSF1A,CHUK,999
TNFRSF1A,TNFRSF10B,842
TNFRSF1A,CD40LG,824
TNFRSF1A,TNFSF13B,857
TNFRSF1A,GRB2,855
TNFRSF1A,IL2,740
TNFRSF1A,TNFRSF9,823
TNFRSF1A,MLKL,729
TNFRSF1A,ICAM1,742
TNFRSF1A,TNFRSF12A,751
TNFRSF1A,LTB,803
TNFRSF1A,RIPK1,999
TNFRSF1A,XIAP,853
TNFRSF1A,CASP7,789
TNFRSF1A,CASP1,740
TNFRSF1A,IL17RC,734
TNFRSF1A,IL1A,934
TNFRSF1A,CASP3,853
TNFRSF1A,NFKB1,848
TNFRSF1A,TNFRSF4,802
TNFRSF1A,FASLG,998
TNFRSF1A,IL2RA,763
TNFRSF1A,BIRC3,999
TNFRSF1A,CD40,919
TNFRSF1A,TANK,997
TNFRSF1A,JAK1,704
TNFRSF1A,MAPK8,715
TNFRSF1A,TLR4,949
TNFRSF1A,MYD88,818
TNFRSF1A,TNFRSF25,728
TNFRSF1A,LTBR,841
TNFRSF1A,TBK1,998
TNFRSF1A,CFLAR,852
TNFRSF1A,TNFAIP3,998
TNFRSF1A,SUMO1,739
TNFRSF1A,NFKBIA,809
TNFRSF1A,TNFSF10,993
TNFRSF1A,TLR3,752
TNFRSF1A,TNFRSF1B,999
TNFRSF1A,TNFSF11,723
TNFRSF1A,EGFR,864
TNFRSF1A,AKT1,817
TNFRSF1A,TNFSF4,700
TNFRSF1A,IKBKG,999
TNFRSF1A,EPO,873
TNFRSF1A,IKBKE,998
TNFRSF1A,TNFSF13,827
TNFRSF1A,IL10,968
TNFRSF1A,CXCL8,782
TNFRSF1A,FAS,999
TNFRSF1A,ADAM17,721
TNFRSF1A,IFNGR1,804
TNFRSF1A,IL1R1,921
TNFRSF1A,CD8A,766
TNFRSF1A,VCAM1,761
TNFRSF1A,TNFRSF10A,918
TNFRSF1A,FADD,999
TNFRSF1A,RIPK2,706
TNFRSF1A,TNFSF12,850
TNFRSF1A,IFNG,919
TNFRSF1A,TNFRSF18,829
TNFRSF1A,NOX1,919
TNFRSF1A,CCL5,718
PYGM,GK,807
PYGM,PYGL,955
PYGM,PVALB,810
PYGM,AMY2B,970
PYGM,AMY1C,970
PYGM,PHKG2,824
PYGM,FOSL1,763
PYGM,ACTN3,736
PYGM,GYS2,940
PYGM,CAPN1,792
PYGM,ENPP3,913
PYGM,PGM1,916
PYGM,ENO3,806
PYGM,GYS1,912
PYGM,GBE1,998
PYGM,MEN1,830
PYGM,PYGB,959
PYGM,GPI,812
PYGM,AMY2A,970
PYGM,ALDOA,717
PYGM,FKBP2,774
PYGM,MGAM2,951
PYGM,SCGB1A1,765
PYGM,MAP3K11,796
PYGM,MARK2,779
PYGM,GYG1,922
PYGM,CALM1,868
PYGM,PRKAG3,708
PYGM,CHRM1,763
PYGM,FTH1,783
PYGM,MGAM,969
PYGM,ENO1,784
PYGM,COX8A,775
BCL3,HDAC1,909
BCL3,IL6,761
BCL3,RELA,951
BCL3,KAT5,828
BCL3,JUN,758
BCL3,CHUK,701
BCL3,IL1B,719
BCL3,STAT1,750
BCL3,NFKB1,999
BCL3,CD40,810
BCL3,NFKBIA,904
BCL3,MYD88,702
BCL3,NFKB2,999
BCL3,FOS,856
EPHA8,EFNB2,889
EPHA8,EPHB4,716
EPHA8,EFNB1,904
EPHA8,EFNB3,906
EPHA8,RASA1,909
EPHA8,EFNA2,976
EPHA8,EFNA1,973
EPHA8,EFNA3,954
EPHA8,EFNA4,924
EPHA8,EFNA5,985
EPHA8,ABL1,940
KRT20,MUC1,721
KRT20,CEACAM5,869
KRT20,CGA,776
KRT20,GATA3,725
KRT20,CDX2,924
KRT20,MME,729
KRT20,PAX8,798
KRT20,SYP,870
KRT20,PIP,840
KRT20,ENO2,751
KRT20,WT1,714
KRT20,MUC2,811
KRT20,NCAM1,723
KRT20,MUC5AC,750
HSD17B10,RPP30,905
HSD17B10,ETFB,860
HSD17B10,PRORP,999
HSD17B10,ERN1,728
HSD17B10,ACAA1,969
HSD17B10,ECHS1,996
HSD17B10,APP,881
HSD17B10,EEF2,752
HSD17B10,FSIP1,982
HSD17B10,ECI1,729
HSD17B10,DHX9,748
FGF4,TNF,768
FGF4,CD44,923
FGF4,FLG,999
FGF4,FGF19,848
FGF4,ERBB3,848
FGF4,KL,991
FGF4,MET,864
FGF4,FGF1,777
FGF4,FGFR4,997
FGF4,IGF1R,853
FGF4,IGF1,788
FGF4,HSPG2,953
FGF4,HDGF,784
FGF4,POU5F1,745
FGF4,INS,821
FGF4,PECAM1,734
FGF4,GRB2,755
FGF4,TEK,850
FGF4,NTRK2,754
FGF4,CDH2,881
FGF4,FGFRL1,825
FGF4,FNZ,799
FGF4,FGF23,770
FGF4,PDGFRB,893
FGF4,TGFB1,824
FGF4,COL18A1,722
FGF4,EGF,989
FGF4,FGFR3,969
FGF4,IL6,701
FGF4,EPHA2,727
FGF4,CDX2,724
FGF4,KDR,932
FGF4,SHH,928
FGF4,NGFR,762
FGF4,HGF,883
FGF4,KLB,951
FGF4,INSR,810
FGF4,EGFR,922
FGF4,CXCL8,750
FGF4,FLT1,874
FGF4,TNFSF12,781
FGF4,MAPK3,734
FGF4,ERBB4,755
FGF4,BMP2,817
FGF4,NRP1,823
FGF4,ALB,780
FGF4,SDC1,786
FGF4,FLT4,910
FGF4,NTRK1,887
FGF4,FLT3,803
FGF4,KRAS,707
FGF4,KIT,858
FGF4,CSF1R,800
FGF4,PDGFRA,877
FGF4,ERBB2,828
FGF4,FGFR2,999
ST6GAL1,B4GALT2,952
NGFR,PIK3CB,904
NGFR,CDC42,921
NGFR,GDNF,826
NGFR,BDNF,999
NGFR,NTF3,999
NGFR,ANGPT1,745
NGFR,FGF6,758
NGFR,IGF2,848
NGFR,NGF,999
NGFR,NTSR1,701
NGFR,EFNA5,871
NGFR,FGF3,762
NGFR,EGF,891
NGFR,SQSTM1,762
NGFR,EFNA4,854
NGFR,NTRK1,999
NGFR,VEGFB,731
NGFR,TGFA,707
NGFR,PIK3R3,902
NGFR,NTRK3,967
NGFR,PIGF,722
NGFR,PIK3R1,910
NGFR,FGF7,772
NGFR,NTRK2,990
NGFR,FGF18,762
NGFR,FGF2,844
NGFR,EFNA3,849
NGFR,GRB2,762
NGFR,SORCS2,939
NGFR,EFNA1,847
NGFR,BCL2L11,722
NGFR,INS,786
NGFR,IRAK1,949
NGFR,VEGFC,744
NGFR,RTN4,977
NGFR,FADD,923
NGFR,APP,959
NGFR,LINGO1,999
NGFR,IRAK4,902
NGFR,PIK3R2,906
NGFR,RIPK2,993
NGFR,RHOA,972
NGFR,IGF1,790
NGFR,ARHGDIA,992
NGFR,CRK,745
NGFR,PDGFA,714
NGFR,CASP3,820
NGFR,ANGPT2,711
NGFR,NTF4,999
NGFR,FGF22,758
NGFR,MAG,872
NGFR,THY1,705
NGFR,CSF1,716
NGFR,FGF1,843
NGFR,EFNA2,854
NGFR,IKBKB,831
NGFR,PIK3CA,912
NGFR,ADAM17,804
NGFR,PIK3CD,900
NGFR,IRS1,702
NGFR,PDGFB,818
NGFR,HGF,768
DRD4,GNG11,732
DRD4,MAOA,892
DRD4,GNG4,719
DRD4,GNB3,837
DRD4,GNAI2,730
DRD4,GNAI1,814
DRD4,ARRB2,714
DRD4,GNGT1,753
DRD4,GNG7,701
DRD4,GNG10,701
DRD4,BDNF,817
DRD4,CHRNA4,732
DRD4,COMT,942
DRD4,TPH1,805
DRD4,ANKK1,783
DRD4,SLC6A4,978
DRD4,MAOB,785
DRD4,DBH,784
DRD4,DRD2,816
DRD4,TH,708
DRD4,DRD3,943
DRD4,SLC6A3,960
SCT,ADCYAP1,957
SCT,GIPR,836
SCT,GHRHR,780
SCT,ADGRE1,707
SCT,VIPR1,894
SCT,CCK,876
SCT,GHRH,924
SCT,SST,912
SCT,ADCYAP1R1,791
SCT,GNAS,928
SCT,POMC,702
SCT,GCGR,756
SCT,CRH,785
SCT,PPY,860
SCT,PTH,842
SCT,GLP1R,914
SCT,GRP,765
SCT,NTS,764
SCT,MLN,840
SCT,PYY,726
SCT,GAST,952
SCT,INS,784
SCT,AQP2,702
SCT,VIPR2,867
SCT,GCG,981
SCT,CALCR,824
SCT,VIP,991
STK10,RHOA,705
TBX21,CD80,835
TBX21,KDM6A,703
TBX21,IFNG,964
TBX21,BCL6,915
TBX21,STAT5B,727
TBX21,ITK,710
TBX21,PRDM1,805
TBX21,CD8A,944
TBX21,STAT4,908
TBX21,IL5,839
TBX21,RUNX3,991
TBX21,IL10,866
TBX21,CCR5,722
TBX21,CD19,714
TBX21,PRF1,872
TBX21,CD2,725
TBX21,IL23R,818
TBX21,HAVCR2,701
TBX21,IL7R,794
TBX21,ITGAX,743
TBX21,ICOS,775
TBX21,NCAM1,736
TBX21,TXK,762
TBX21,PTPRC,765
TBX21,LAG3,746
TBX21,TIGIT,735
TBX21,CCR6,737
TBX21,GZMB,918
TBX21,KLRK1,748
TBX21,RORC,906
TBX21,CD28,826
TBX21,IL2RA,841
TBX21,IL22,774
TBX21,STAT6,878
TBX21,FASLG,789
TBX21,SETD7,841
TBX21,STAT5A,734
TBX21,IL13,852
TBX21,SELL,763
TBX21,GZMA,770
TBX21,IL27,732
TBX21,IL12RB2,881
TBX21,IL17F,843
TBX21,CXCR3,831
TBX21,IL2,868
TBX21,PDCD1,700
TBX21,IL1B,782
TBX21,TNF,838
TBX21,CD69,757
TBX21,CTLA4,822
TBX21,STAT1,846
TBX21,IL12RB1,833
TBX21,IL6,829
TBX21,IL4,887
TBX21,KLRD1,772
TBX21,CD27,773
TBX21,STAT3,789
TBX21,IL17A,937
TBX21,CXCL10,736
TBX21,RUNX1,974
TBX21,GATA3,997
TBX21,ITGAM,717
TBX21,FOXP3,934
TBX21,IL2RB,813
TBX21,TGFB1,730
TBX21,CXCR5,737
TBX21,IL15,885
CA12,CYP24A1,806
CA12,CA9,739
MAP2K5,MAP3K2,999
MAP2K5,SQSTM1,734
MAP2K5,PRKCZ,761
MAP2K5,MAPK7,999
CPB2,C5,847
CPB2,APOH,747
CPB2,PLAT,920
CPB2,C8B,716
CPB2,SERPINC1,766
CPB2,TF,719
CPB2,FGG,785
CPB2,SERPIND1,764
CPB2,F11,763
CPB2,CPB1,942
CPB2,KNG1,791
CPB2,F7,763
CPB2,A2M,805
CPB2,PLG,984
CPB2,C3,807
CPB2,SERPINE1,774
CPB2,THBD,958
CPB2,F2,992
CPB2,PLAU,735
CPB2,PROC,753
CPB2,CPN1,811
CPB2,HRG,732
CDK13,MMP21,850
CDK13,CDK9,867
CDK13,POLR2A,903
CDK13,CCNH,907
CDK13,CCNK,999
CDK13,CDK12,954
CDK13,CDK7,808
ART1,CD63,799
ART1,CD9,790
NDUFB4,MT-ND4,999
NDUFB4,NDUFA4,993
NDUFB4,MT-ND3,997
NDUFB4,NDUFB5,999
NDUFB4,NDUFA13,999
NDUFB4,NDUFC2,999
NDUFB4,NDUFAF2,892
NDUFB4,MT-CO1,869
NDUFB4,MT-ND6,987
NDUFB4,MT-CYB,886
NDUFB4,NDUFB3,999
NDUFB4,ATP5ME,936
NDUFB4,NDUFAB1,999
NDUFB4,NDUFS1,999
NDUFB4,NDUFV2,999
NDUFB4,NDUFAF1,976
NDUFB4,ATP5PO,866
NDUFB4,NDUFC1,999
NDUFB4,MT-ND5,999
NDUFB4,NDUFA9,999
NDUFB4,NDUFA5,999
NDUFB4,NDUFB8,999
NDUFB4,NDUFA4L2,767
NDUFB4,NDUFB11,999
NDUFB4,NDUFA6,999
NDUFB4,NDUFS6,999
NDUFB4,UQCRB,995
NDUFB4,PALB2,973
NDUFB4,NDUFB2,999
NDUFB4,ATP5F1C,757
NDUFB4,NDUFA12,999
NDUFB4,MT-ND2,998
NDUFB4,MT-ND1,996
NDUFB4,NDUFS3,999
NDUFB4,NDUFV1,999
NDUFB4,MT-ND4L,988
NDUFB4,COX5B,984
NDUFB4,NDUFA3,999
NDUFB4,NDUFB9,999
NDUFB4,NDUFA1,999
NDUFB4,NDUFA11,999
NDUFB4,NDUFB7,999
NDUFB4,COX6A1,761
NDUFB4,COX4I1,942
NDUFB4,NDUFS4,999
NDUFB4,NDUFAF3,873
NDUFB4,MT-CO2,801
NDUFB4,NDUFA7,999
NDUFB4,NDUFB1,999
NDUFB4,NDUFS7,999
NDUFB4,NDUFB6,999
NDUFB4,NDUFAF4,888
NDUFB4,NDUFA10,999
NDUFB4,NDUFS8,999
NDUFB4,NDUFA8,999
NDUFB4,MT-CO3,864
NDUFB4,NDUFA2,999
NDUFB4,UQCR10,994
NDUFB4,NDUFS5,999
NDUFB4,NDUFS2,999
NDUFB4,NDUFB10,999
NDUFB4,ATP5PF,890
NDUFB4,NDUFV3,999
FAP,ADA,891
FAP,GCG,747
FAP,FNZ,705
PLOD1,COL1A2,777
PLOD1,COL4A2,787
PLOD1,COL2A1,716
PLOD1,P4HA1,881
PLOD1,COL1A1,818
PLOD1,COL4A5,734
PLOD1,COL3A1,781
PLOD1,COL11A1,701
PLOD1,COL6A1,729
PLOD1,COL4A6,770
PLOD1,COL6A3,782
PLOD1,COL12A1,755
PLOD1,COL9A3,761
PLOD1,COL4A1,805
PLOD1,COL5A2,865
PLOD1,COL5A1,857
PLOD1,COL6A2,726
MOGAT2,LIPC,701
MOGAT2,PNPLA3,713
MOGAT2,PNLIP,722
MOGAT2,DGAT1,993
MOGAT2,MGLL,925
MOGAT2,LPL,914
MOGAT2,DGAT2,913
AQP2,CLCNKA,813
AQP2,PRKACA,960
AQP2,AQP9,714
AQP2,SLC12A1,905
AQP2,PRKACG,960
AQP2,SLC12A3,763
AQP2,AQP1,713
AQP2,AVPR2,982
AQP2,UMOD,923
AQP2,AQP3,752
AQP2,PRKACB,959
AQP2,KCNJ1,740
CEACAM6,FNZ,707
CEACAM6,CEACAM5,710
CEACAM6,DEFA4,715
SLC22A4,NOD2,841
SLC22A4,SLC47A1,740
SLC22A4,RUNX1,779
SLC22A4,PADI4,775
SLC22A4,SLC47A2,718
CETP,PLA2G7,861
CETP,APOC3,977
CETP,APOB,989
CETP,SAA1,783
CETP,LCAT,987
CETP,APOE,974
CETP,NR1H3,718
CETP,HP,815
CETP,APOC1,985
CETP,APOH,817
CETP,LPA,932
CETP,DBI,729
CETP,ABCG1,742
CETP,LPL,940
CETP,APOC2,929
CETP,CLU,887
CETP,CYP7A1,722
CETP,APOA5,935
CETP,LIPG,764
CETP,APOA2,970
CETP,HMGCR,781
CETP,APOA1,989
CETP,APOA4,937
CETP,LIPC,949
CETP,PON1,968
CETP,NPC1L1,787
CETP,APOF,981
CETP,APP,761
CETP,SCARB1,800
CETP,ABCA1,831
CETP,PLTP,851
CETP,PCSK9,782
CETP,APOC4,841
MT3,MT1G,891
SULT2B1,HSD3B2,942
SULT2B1,CYP3A7,932
SULT2B1,CYP17A1,931
SULT2B1,CYP7A1,954
SULT2B1,ABCG1,720
SULT2B1,CPS1,915
SULT2B1,SOAT1,806
SULT2B1,DHCR24,823
SULT2B1,SULT1E1,850
SULT2B1,SULT1A4,701
SULT2B1,DHCR7,815
SULT2B1,HSD3B1,949
SULT2B1,CYP11A1,931
SULT2B1,LIPA,803
SULT2B1,CYP3A4,923
SULT2B1,CYP3A5,932
SULT2B1,CYP1A1,926
SULT2B1,CYP2E1,919
SULT2B1,CYP1A2,923
SULT2B1,STS,940
SULT2B1,SULT1A1,895
SULT2B1,AKR1C3,935
SULT2B1,SOAT2,800
SULT2B1,CYP7B1,934
SIRT4,GLUD1,942
SIRT4,NAMPT,959
SIRT4,CD38,921
SIRT4,PNP,913
SIRT4,SIRT3,891
SIRT4,SIRT2,800
SIRT4,SLC25A5,852
SIRT4,SIRT5,746
SIRT4,HDAC11,743
SIRT4,ENPP3,900
SIRT4,NNMT,915
SIRT4,SIRT6,764
SIRT4,IDE,860
LAG3,PDCD1,950
LAG3,SNCA,906
LAG3,CD86,979
LAG3,CD69,713
LAG3,CTLA4,965
LAG3,VSIR,716
LAG3,CXCR3,803
LAG3,IL2,744
LAG3,TNFRSF9,799
LAG3,SELL,718
LAG3,GZMA,805
LAG3,IDO1,825
LAG3,FOXP3,807
LAG3,CCL4,735
LAG3,LGALS9,993
LAG3,CD96,765
LAG3,CD27,775
LAG3,HLA-DRB1,750
LAG3,EOMES,703
LAG3,PDCD1LG2,872
LAG3,CD276,734
LAG3,TNFSF4,713
LAG3,PRF1,816
LAG3,CCR5,736
LAG3,IL10,763
LAG3,CD274,976
LAG3,CD244,723
LAG3,HLA-DPB1,712
LAG3,IFNG,877
LAG3,CD80,990
LAG3,TNFRSF18,786
LAG3,CD8A,947
LAG3,HLA-DRA,856
LAG3,CD47,755
LAG3,GZMB,930
LAG3,FASLG,768
LAG3,TNFRSF4,797
LAG3,CD28,826
LAG3,HAVCR2,922
LAG3,GZMH,731
LAG3,LGALS3,990
LAG3,TIGIT,955
LAG3,ICOS,807
GOLGA3,GOLGA2,943
GOLGA3,GOLGA1,754
EFNB1,EPHA6,805
EFNB1,EFNB3,922
EFNB1,EPHA5,834
EFNB1,EPHA3,891
EFNB1,EPHB1,999
EFNB1,EPHB3,999
EFNB1,PTPN13,874
EFNB1,CLDN7,771
EFNB1,EPHA4,998
EFNB1,EFNB2,949
EFNB1,ZHX2,705
EFNB1,EFNA3,747
EFNB1,EPHA10,967
EFNB1,EPHB6,999
EFNB1,EPHA1,998
EFNB1,EFNA4,781
EFNB1,EPHB4,999
EFNB1,EPHA7,856
EFNB1,EPHB2,999
EFNB1,BDNF,710
EFNB1,EPHA2,932
EFNB1,SRC,806
GLG1,SELE,999
GLG1,VCAM1,700
GLG1,SELPLG,886
GLG1,FGF2,734
GLG1,SELP,983
DLL3,NOTCH1,998
DLL3,NOTCH3,998
DLL3,NOTCH2,998
DLL3,EGF,756
DLL3,NOTCH4,998
DLL3,DLL4,919
DLD,IDH2,770
DLD,BCKDHA,999
DLD,SHMT1,966
DLD,DLST,999
DLD,MDH2,944
DLD,GLS,837
DLD,PDHA1,999
DLD,GLUD1,886
DLD,ATP5F1A,917
DLD,DBT,999
DLD,GPI,736
DLD,GAD2,839
DLD,NDUFS3,784
DLD,PDK2,866
DLD,OGDH,999
DLD,NDUFA10,768
DLD,PDHA2,998
DLD,GLUL,871
DLD,NDUFS1,946
DLD,BCKDHB,999
DLD,PDK3,940
DLD,IDH1,777
DLD,AMT,998
DLD,AGXT,934
DLD,FH,957
DLD,FDFT1,795
DLD,PDHB,999
DLD,ATP5F1C,914
DLD,NDUFA9,820
DLD,GLDC,995
DLD,SDHB,745
DLD,OCA2,752
DLD,PDHX,999
ABCC6,VKORC1,824
ABCC6,GGCX,930
APOH,APOE,921
APOH,TF,720
APOH,APOB,985
APOH,FGG,910
APOH,ANXA2,943
APOH,APOC3,987
APOH,PLA2G7,745
APOH,SERPIND1,806
APOH,APOC2,946
APOH,LPA,941
APOH,DBI,720
APOH,HP,874
APOH,FGB,804
APOH,TLR2,836
APOH,SERPINC1,944
APOH,FGA,871
APOH,APOF,914
APOH,LIPC,735
APOH,APOA4,938
APOH,APOA2,989
APOH,APOD,804
APOH,PLTP,817
APOH,HPX,792
APOH,TLR4,842
APOH,LCAT,828
APOH,F2,984
APOH,ITIH3,777
APOH,LPL,923
APOH,A2M,752
APOH,CLU,911
APOH,PLG,940
APOH,FABP1,776
APOH,CRP,778
APOH,APOC1,931
APOH,ALB,933
APOH,APP,763
APOH,AFP,847
APOH,PON1,870
APOH,TYR,778
APOH,HRG,862
APOH,APOA1,985
APOH,APOA5,918
APOH,SERPINA1,845
APOH,APOC4,877
APOH,AZGP1,810
APOH,LDLR,707
APOH,GC,766
APOH,APCS,766
RGS17,GNA13,769
RGS17,GNAI1,708
RGS17,GRK2,770
RGS17,GNAQ,897
OSGEP,ACP1,802
OSGEP,SLC4A1,719
UNC13D,S100A10,802
UNC13D,STXBP2,970
UNC13D,SH2D1A,778
UNC13D,PRF1,905
UNC13D,STX11,990
UNC13D,FHL2,838
UNC13D,RAB27A,999
ADH1A,MAOB,928
ADH1A,AOX1,942
ADH1A,UGT1A4,733
ADH1A,ALDH3A2,860
ADH1A,UGT2B15,713
ADH1A,UGT1A10,709
ADH1A,GSTM4,701
ADH1A,GSTP1,837
ADH1A,GSTA1,746
ADH1A,GSTA2,740
ADH1A,UGT2B4,701
ADH1A,ALDH3B2,839
ADH1A,ALDH1A3,855
ADH1A,ALDH1A2,832
ADH1A,UGT1A7,710
ADH1A,UGT1A6,731
ADH1A,ALDH9A1,864
ADH1A,COMT,913
ADH1A,ADH1B,989
ADH1A,ADH1C,983
ADH1A,ESD,874
ADH1A,HPGDS,844
ADH1A,CYP2E1,963
ADH1A,GSTO1,700
ADH1A,UGT1A8,717
ADH1A,ALDH2,975
ADH1A,UGT1A1,716
ADH1A,ALDH7A1,835
ADH1A,ALDH3A1,846
ADH1A,GSTA3,730
ADH1A,ALDH1B1,870
ADH1A,ADH6,717
ADH1A,DGAT1,919
ADH1A,ALDH3B1,815
ADH1A,MAOA,933
ADH1A,ALDH1A1,959
ADH1A,GSTM1,750
ADH1A,CYP26A1,937
CDC6,CCNE2,931
CDC6,POLA2,885
CDC6,CDK1,963
CDC6,CDK2,999
CDC6,RAD51,823
CDC6,GMNN,905
CDC6,POLE2,943
CDC6,MELK,719
CDC6,E2F4,845
CDC6,MCM8,993
CDC6,LAT,999
CDC6,POLE,797
CDC6,ATR,838
CDC6,CDKN2A,922
CDC6,CCNA2,999
CDC6,RBP3,977
CDC6,CDH1,918
CDC6,PRIM2,841
CDC6,RBL2,725
CDC6,E2F5,729
CDC6,CCNB1,931
CDC6,AURKA,761
CDC6,RRM1,749
CDC6,E2F8,934
CDC6,BUB1,840
CDC6,CDKN1A,927
CDC6,ATAD5,746
CDC6,EXO1,966
CDC6,CDK6,820
CDC6,TTK,799
CDC6,CDK4,836
CDC6,MYC,794
CDC6,CHEK2,803
CDC6,TOP2A,797
CDC6,BIRC5,732
CDC6,RRM2,929
CDC6,CHEK1,941
CDC6,CDC7,977
CDC6,PLK1,809
CDC6,LAMC3,897
CDC6,PBK,724
CDC6,CDC25A,820
CDC6,WEE1,707
CDC6,PRIM1,870
CDC6,HIF1A,797
CDC6,CDC25C,818
CDC6,FEN1,844
CDC6,HELLS,816
CDC6,PCNA,716
CDC6,BUB1B,803
CDC6,AURKB,855
CDC6,TP53,741
CDC6,CCNE1,902
CDC6,KIF11,870
CDC6,E2F7,916
CDC6,POLA1,907
FMO2,CYP2C9,921
FMO2,CYP2D7BP,927
FMO2,CYP3A4,924
DHPS,EIF5A,999
DHPS,MAPK3,841
DHPS,ODC1,745
DHPS,DHFR,792
DHPS,RPL9P8,722
PSMD5,ADRM1,999
PSMD5,PSMA1,766
PSMD5,PSMD6,999
PSMD5,PSMB5,824
PSMD5,PSMB4,851
PSMD5,PSMD4,999
PSMD5,PSMA7,763
PSMD5,PSMC2,999
PSMD5,PSMD3,999
PSMD5,PSMA2,758
PSMD5,PSMD9,946
PSMD5,PSMD11,988
PSMD5,PSMC3,999
PSMD5,PSMC5,999
PSMD5,PSMB3,706
PSMD5,PSMC6,999
PSMD5,PSMD8,999
PSMD5,PSMB2,756
PSMD5,PSMD1,999
PSMD5,PSMC1,999
PSMD5,PSMD14,999
PSMD5,PSMD10,905
PSMD5,PSMD2,999
PSMD5,PSMD12,999
PSMD5,RPS27A,997
PSMD5,PSMD13,999
PSMD5,PSMD7,999
PSMD5,PSMB1,770
PSMD5,PIM1,750
TPSD1,TPSB2,977
GSTA3,GPX3,797
GSTA3,GPX7,803
GSTA3,CYP2E1,932
GSTA3,CYP3A5,705
GSTA3,GGT1,749
GSTA3,GSTO1,861
GSTA3,GSR,933
GSTA3,CYP2C9,917
GSTA3,EPHX1,936
GSTA3,ALDH3A1,727
